,count,word
1244,3,undergrad
4042,3,disgusting
5659,3,realizing
1251,3,repeated
4030,3,"insecurity,"
4027,3,helpless.
1255,3,noticed
1257,3,controlling
1259,3,"friend,"
1261,3,honestly
1262,3,recognizing
4658,3,lot.
542,3,retired
4016,3,focused
5225,3,shit.
4633,3,aspects
573,3,"victim,"
560,3,"academy,"
1135,3,dissertation.
555,3,"demoralizing,"
4138,3,tenure.
1152,3,"health,"
4137,3,denied
553,3,"significant,"
4130,3,options
4129,3,healing
1162,3,upset.
5602,3,local
1171,3,"life,"
4119,3,american
4118,3,(not
5606,3,encounters
1177,3,prevented
1180,3,rough
4021,3,"family,"
4731,3,of.
1112,3,creeped
3955,3,allowing
4786,3,women.
3946,3,breasts
3943,3,causes
5717,3,serial
3931,3,","
357,3,significantly
1371,3,amazing
1380,3,effort
1381,3,connect
4805,3,main
4807,3,setting
1383,3,retaliated
338,3,twice
337,3,disgusting.
329,3,event.
1398,3,"of,"
327,3,gross
5105,3,object.
4827,3,fine.
376,3,fast
1344,3,seminars
1280,3,amplified
3957,3,decent
5167,3,been.
441,3,excellent
5161,3,conference.
431,3,gets
430,3,discussions
428,3,ok
3998,3,bouts
423,3,harasser's
5154,3,situations.
1311,3,cemented
1312,3,protecting
5153,3,"eating,"
1320,3,routinely
4760,3,wore
3973,3,worthy
388,3,victimized.
1335,3,superiors
5130,3,"embarrassment,"
3960,3,romantic
4175,3,prey
5568,3,peers.
4834,3,escape.
875,3,mom
4352,3,nerve
4344,3,"boyfriend,"
697,3,minimal.
687,3,spring
685,3,us.
679,3,be.
4541,3,assessment
4326,3,recover.
927,3,enter
4323,3,spirit.
937,3,"in,"
4322,3,human
4550,3,rage
951,3,powerless.
5460,3,dating
1677,3,30
655,3,reports
4300,3,esteem.
970,3,present.
4355,3,engage
709,3,this?
4290,3,paid
4374,3,closely
4447,3,pain
772,3,uncomfortable.
796,3,mentioned
798,3,paying
760,3,consider
748,3,about.
4429,3,happens
741,3,decades
825,3,"""what"
5343,3,unknown
831,3,"hour,"
4398,3,departments
4493,3,advice
4390,3,motives
853,3,"wrong,"
4500,3,shock
4382,3,"(e.g.,"
867,3,biggest
870,3,limitations
4297,3,object
980,3,"before,"
4182,3,"after,"
5531,3,pattern
1070,3,once.
4219,3,ago
7181,3,liberal
5252,3,cumulative
4210,3,blood
5546,3,"good,"
5248,3,wife
1082,3,mutual
5549,3,hang
1088,3,pick
589,3,recovering
4200,3,and/or
4190,3,night.
1100,3,manipulate
1101,3,advances.
1102,3,welcome
1104,3,cohort.
4184,3,"paranoia,"
1107,3,"trauma,"
1069,3,site
4226,3,financial
4575,3,meetings.
5529,3,annoyance
985,3,objectified.
4580,3,socializing
986,3,tv
999,3,director.
5497,3,poorly
1006,3,appropriately
1008,3,actual
1012,3,"anything,"
4265,3,threat
1020,3,crying
4257,3,wasted
1028,3,perceive
1031,3,exhausting.
5517,3,phone
4598,3,ideation
4240,3,responses
616,3,8
1047,3,mentors.
608,3,processing
4832,3,texts
5365,3,solely
1560,3,view
5010,3,"mother,"
3672,3,"distance,"
3671,3,intermittently
1621,3,ed
1623,3,away.
1627,3,"unfortunately,"
4950,3,stated
1532,3,assault.
1530,3,escape
1630,3,learn
1525,3,exhausting
72,3,starting
244,3,"afterwards,"
58,3,distressing
57,3,"afterward,"
55,3,"is,"
53,3,some.
3664,3,handle
44,3,pregnancy
3785,3,miss
5887,3,"breakdown,"
1504,3,"survivor,"
1642,3,grade
3652,3,assume
3647,3,laugh
1648,3,"course,"
258,3,university's
5807,3,easy
5065,3,glad
1546,3,"shock,"
4848,3,scale
4885,3,built
1587,3,exhaustion.
1578,3,expect
168,3,18
170,3,anonymous
3725,3,running
1589,3,therapy;
5849,3,haunts
3710,3,"friends,"
3708,3,drugs
3728,3,scholar.
4924,3,reaction.
1561,3,(though
3885,3,depressing.
1557,3,hand
5037,3,smaller
133,3,academy
3699,3,"really,"
3743,3,rarely
3749,3,alienated
186,3,guarded
5867,3,partner.
3689,3,impact.
4905,3,dean
122,3,supposedly
4892,3,cases
1611,3,exhaustion
210,3,"attractive,"
31,3,(
1518,3,"home,"
3805,3,pervasive
3852,3,proud
3624,3,accused
1661,3,distressed
5782,3,harmed
3837,3,overcome
1443,3,cutting
1430,3,resentment
263,3,"so,"
4836,3,(even
3630,3,ways.
1437,3,compliments
3819,3,so.
3856,3,handled
3858,3,letter
3822,3,ugly
1659,3,form
269,3,played
1451,3,intensely
5904,3,absolutely
4971,3,parking
4843,3,isolation
1416,3,employee
1676,3,"weight,"
289,3,breakdown
272,3,removed
3827,3,space.
1484,3,"scientist,"
3616,3,disrespect
4933,2,enrollment
4589,2,today.
2633,2,assigned
4941,2,person's
6238,2,effectively
2926,2,reflection
5275,2,persuaded
2935,2,"can,"
4481,2,raped.
6435,2,book.
2930,2,eat
2631,2,elevator
4935,2,fire
2925,2,"extreme,"
4472,2,red
2933,2,freshens
5352,2,bitter
6291,2,deference
3026,2,necessary
5272,2,separate
5268,2,"happen,"
5028,2,children
4614,2,busy
5363,2,lifelong
6428,2,rape.
6232,2,addressed
2908,2,company
4987,2,felt.
2909,2,failed
2643,2,2015
5253,2,messages
5026,2,swim
4610,2,worries
4464,2,spirit
4990,2,interacting
4928,2,enough.
4609,2,"safety,"
4465,2,fifteen
6303,2,obviously.
4930,2,"hr,"
5257,2,artistic
4466,2,dorm
5258,2,contributions.
5263,2,"long,"
2637,2,"self-esteem,"
4468,2,from.
6290,2,heavily
2600,2,tense
4470,2,fact.
5024,2,tolerated
5013,2,term:
6288,2,etc).
2628,2,7
4998,2,members.
4537,2,case.
5338,2,habit
2971,2,"further,"
2619,2,distant
4964,2,strongly
4533,2,everyday.
4529,2,"humiliated,"
5318,2,altogether.
4965,2,instilled
6263,2,embarrassed.
3007,2,future.
4496,2,relapse
2981,2,filing
4526,2,hurts
3004,2,interview
4524,2,"currently,"
4523,2,alberta
4997,2,praise
4520,2,sleepless
5324,2,complaints
3002,2,rare
2611,2,well-known
4967,2,others)
4498,2,bulimia
5327,2,fury
4509,2,talks
4508,2,"city,"
4968,2,worthlessness.
4501,2,lived
2968,2,expectations
4993,2,helplessness.
5284,2,"moderate,"
2965,2,irrational
5012,2,medicated.
4482,2,peer
4571,2,direction
4499,2,"triggering,"
2941,2,"october,"
4570,2,changing
4568,2,indeed
4567,2,"long-term,"
4484,2,department's
3013,2,entirely.
4565,2,freaked
2948,2,create
3012,2,excluded
4951,2,discriminate
5291,2,interacted
5293,2,processed
4559,2,"crying,"
5296,2,larger
6243,2,express
2601,2,"class,"
4954,2,shake
4552,2,entitled
4979,2,opened
5302,2,destroyed.
6270,2,consumed
4544,2,fed
4976,2,suppose
6423,2,"mentoring,"
4490,2,data
6424,2,advice.
2745,2,drop
6309,2,fear)
4742,2,cover
4736,2,graduation.
5164,2,disclosed
4739,2,"talk,"
2707,2,repercussions
2708,2,strained
4854,2,"have,"
4850,2,total
6350,2,psychological/mental/verbal/emotional
2706,2,unlikely
5159,2,"world,"
5158,2,shirt
2807,2,(like
4747,2,large.
5156,2,retaliation
5155,2,"sleeping,"
2716,2,vulnerability.
5166,2,"ashamed,"
2705,2,credibility
4618,2,react.
5175,2,in.
6406,2,levels.
2694,2,great.
2695,2,high.
2696,2,extensive
5177,2,impacts.
4721,2,"shit,"
4863,2,dislike
4723,2,naive
5168,2,punish
4862,2,relax
6339,2,"still,"
5364,2,"challenge,"
5170,2,hurtful.
5076,2,shown
2817,2,predators.
2815,2,"concentrate,"
2719,2,isolated.
4752,2,"supervisor,"
5146,2,cause
2765,2,advantage.
5111,2,similarly.
4808,2,boundaries
2741,2,fuck
2773,2,cross
4840,2,fair
4811,2,"dark,"
5106,2,horror
2763,2,connected
4761,2,monitor
4837,2,usual
6372,2,skirts
4816,2,"scared,"
2750,2,secretly
4823,2,"devalued,"
2749,2,consistently
5094,2,debilitating
5086,2,"over,"
5112,2,"""i"
5085,2,"recover,"
5123,2,damage.
2723,2,moments.
5145,2,"cause,"
5144,2,cptsd.
5143,2,easily.
6391,2,orientation
4771,2,alive.
4776,2,partially
5132,2,standing
2787,2,disturbing
5127,2,triggering.
2726,2,harrassment
6390,2,opinion
5126,2,hallways
2731,2,unless
4788,2,"mine,"
5070,2,"child,"
4715,2,aside
2832,2,frustrated.
4643,2,pit
2880,2,psychology
2878,2,diversity
4910,2,downplayed
4635,2,doors
2875,2,training
4638,2,union
4641,2,tas
2870,2,rights
5234,2,refuse
6323,2,miles
6324,2,round
4907,2,painful
6325,2,trip
4906,2,guilty.
5043,2,option
5049,2,grew
2656,2,reputable
4632,2,friendships.
6315,2,oeic
4916,2,rehearsals
5249,2,grateful
6313,2,overly
4623,2,encourage
2893,2,"else,"
2650,2,thousands
4628,2,decreased
2890,2,"staff,"
2889,2,xxxxx
2651,2,dollars
2888,2,usually
2887,2,theyâ€™re
4629,2,virtually
2653,2,credit
5031,2,"environment,"
2886,2,plus
4894,2,powerlessness.
5055,2,dynamics
2690,2,vomit
5204,2,society
4869,2,really.
5210,2,men's
4676,2,follow
4679,2,knowledge
2682,2,belong
2843,2,helpful
2686,2,bed
4688,2,"case,"
2865,2,somewhere
4690,2,actions.
2838,2,commute
4704,2,consequence.
5189,2,(as
2688,2,lab.
4868,2,anymore
2833,2,"disillusionment,"
4871,2,heightened
4674,2,neck
4872,2,qualifying
4673,2,stick
4889,2,foundation
4649,2,doubting
4882,2,endured
4881,2,exploitative
2674,2,famous
5228,2,evidently
2861,2,amazed
2858,2,disbelief
4655,2,includes
2855,2,scarring
5062,2,presentation
2678,2,hearing
4873,2,exam
5222,2,obligations
5218,2,self-conscious
4726,2,ago).
3135,2,fucked
4454,2,etc.).
3845,2,sexualized
3847,2,done.
3861,2,write.
3862,2,parent
5766,2,conversations.
5753,2,direct
3882,2,chances
3886,2,ambivalent
5747,2,replace
5745,2,anxiety-provoking
3897,2,"publicly,"
3416,2,uninterested
3415,2,impression
5739,2,joy
3899,2,prescription
3900,2,recreational
3901,2,drug
3408,2,"anyway,"
6035,2,survive
3904,2,anxiety-inducing
3426,2,guilt.
5779,2,diagnosis
3910,2,"loss,"
3429,2,"dysfunctional,"
3460,2,advocate
5812,2,exams
3787,2,opportunities.
3789,2,do)
5811,2,passed
5810,2,name]
3459,2,reached
3792,2,paranoid.
3458,2,ideas.
5809,2,[not
3798,2,anxious.
3799,2,albeit
3809,2,ironic
3811,2,leaves
3444,2,tiptoeing
3818,2,creep.
3830,2,profs
3431,2,15
3833,2,approach
3905,2,scholars
3911,2,"inadequacy,"
3462,2,"night,"
3968,2,no-one
3352,2,scholarship
3976,2,collaborations
3977,2,creepy
5697,2,applied
3344,2,x
5695,2,undergraduate
3984,2,changed.
3340,2,"humiliating,"
6071,2,"house,"
3337,2,kinds
5690,2,ordinarily
3336,2,19
3334,2,"moment,"
5687,2,horrified
3333,2,ever.
2597,2,"power,"
4001,2,complicated
4002,2,department;
5680,2,(especially
3969,2,anyway.
3967,2,naive.
3396,2,"unpleasant,"
3966,2,idiot
3917,2,returning
3920,2,psychiatrist
5728,2,advance
3392,2,exist
3391,2,gatekeepers
6045,2,distance
3923,2,sweat
5724,2,psychologist
3930,2,looks.
5718,2,predation
3940,2,"graduate,"
5709,2,provide
3951,2,"flattered,"
3954,2,mine
3368,2,differently
3367,2,evaluated
3364,2,claimed
3962,2,approached
3963,2,manner
3783,2,challenge
5814,2,earn
4005,2,quantify
3666,2,"control,"
3572,2,sense.
5946,2,self-doubt.
3669,2,husband.
3548,2,anything?
3674,2,shaking.
3680,2,occasionally
3545,2,surreal
3544,2,"deeply,"
3682,2,nowhere.
3683,2,incredible
3543,2,bother'
3542,2,'why
3536,2,untrusting
3696,2,"thankfully,"
5977,2,according
3526,2,dollar
3522,2,statements
5859,2,experiencing
3703,2,freshman
5878,2,stronger
3577,2,add
3709,2,immediately.
3579,2,nurse
5913,2,"same,"
3608,2,perform
3625,2,lying
5908,2,"reporting,"
5925,2,implicit
3628,2,"through,"
5906,2,misconduct
3634,2,"happening,"
3595,2,moment.
3635,2,reacting
5928,2,identity
5902,2,havoc
5889,2,reading
3659,2,however
5934,2,have.
5940,2,applying
3580,2,glass
5881,2,stress-inducing
5880,2,lessened.
3707,2,constantly.
3711,2,insisted
3781,2,"clearly,"
5834,2,gives
3485,2,proof
3754,2,(all
3483,2,"pounds,"
3482,2,section
3756,2,"other,"
3481,2,warn
5831,2,authority.
3477,2,"comment,"
3476,2,bitch
5829,2,black
5828,2,conflict.
5825,2,critical
3474,2,weinstein
5823,2,postdoc
3769,2,genius
3770,2,"name,"
3772,2,spectacular
5817,2,"basically,"
3779,2,dinner
3487,2,third
5996,2,ill
3713,2,guy's
3492,2,excavation
3719,2,crap
3720,2,"""fuck"
3512,2,hugely
3510,2,"space,"
5985,2,anxiety;
5848,2,"sure,"
3729,2,letters
3507,2,perplexed
3730,2,recommendation
3733,2,candidate
3736,2,temporary
3738,2,transition
3739,2,remarks
3502,2,"cambridge,"
5993,2,gatherings
3496,2,digging
3495,2,(i've
3751,2,3)
5994,2,agreed
4004,2,permanently
5678,2,guidance.
5372,2,judgment
6175,2,hyper
5470,2,apartment
5468,2,prone
4306,2,ass.
5464,2,personnel
3132,2,beauty
5462,2,breaking
5459,2,interpersonal
5458,2,science.
3126,2,notes
4318,2,death
4320,2,consequences.
3121,2,prevalence
5452,2,divorced
5450,2,weekly
4333,2,occurs
3111,2,impacts
3110,2,despair.
5446,2,circumstances.
4336,2,pressure
3136,2,profession.
5481,2,notice
4337,2,"sleeplessness,"
3143,2,healthy
5519,2,improved
4241,2,picked
4244,2,"stable,"
4250,2,enormously
6151,2,repeatedly
5510,2,morning
3174,2,programs
5501,2,"college,"
5499,2,invited
4271,2,listening
5493,2,publication
5488,2,(e.g.
3152,2,naturally
3150,2,occasions
6169,2,socialize
3148,2,proven
4285,2,available.
6172,2,policies
6173,2,slut
3107,2,threats
5444,2,appropriate
6145,2,professionals
5407,2,morning.
3066,2,wreck
4410,2,"annoying,"
4412,2,"time),"
5397,2,figures
3064,2,"suicidal,"
6208,2,comment.
3062,2,physicians
4423,2,"prof,"
4424,2,look.
5384,2,achieved
3053,2,terrors
3052,2,coupled
3051,2,ruminating
3048,2,"hearing,"
6218,2,sincere
5379,2,.
5378,2,helped.
4444,2,intention
3043,2,dont
4409,2,long-lasting
6205,2,"fault,"
5442,2,noted
4397,2,light
3103,2,supporting
4350,2,places
4351,2,embarrassing
4353,2,supported.
4354,2,pursued
5432,2,generalized
4363,2,targeted
4370,2,"lab,"
3084,2,locked
5420,2,straight.
4379,2,"mistake,"
3082,2,"small,"
3081,2,activated
4386,2,men)
4388,2,supportive.
4391,2,professionally
4393,2,number
3074,2,violation
4396,2,survivor
5520,2,insecure.
6142,2,cut
3329,2,result.
4055,2,worthless.
3283,2,intelligence
4057,2,raised
4059,2,stood
4060,2,included
5645,2,"impact,"
5639,2,succeed
3280,2,doctor
3277,2,intervene.
4074,2,damaged
4078,2,productive
4084,2,excited
4086,2,developing
4091,2,efforts
5628,2,"victimized,"
5618,2,important.
4104,2,trajectory
5616,2,soul
5611,2,signs
5608,2,motivations
3286,2,sorry
5652,2,professionally.
3265,2,schedule
6095,2,self-harm.
4010,2,graduated.
3323,2,worthlessness
5676,2,diminished
3322,2,self-respect.
4012,2,tech
3318,2,contributing
5675,2,home.
3313,2,targets
6081,2,"spaces,"
4015,2,sessions
4019,2,afterwards.
3305,2,"cry,"
3295,2,"helpless,"
3294,2,"off,"
3292,2,me).
4036,2,personally
4041,2,erase
4047,2,"younger,"
4049,2,finger
4114,2,communication
5601,2,full-time
4234,2,"racism,"
5560,2,offering
5555,2,attracted
5551,2,qualified
6127,2,accomplishments
4202,2,committed
4204,2,irritated
4205,2,assumption
6132,2,horrific
6135,2,hoped
3208,2,blowing
3207,2,fallen
3205,2,perhaps
3204,2,vulnerable.
3203,2,minute
5534,2,assumed
6136,2,hair
3199,2,end.
3193,2,migraines
3191,2,association
3190,2,risk
3222,2,climate
4187,2,distraught.
3259,2,side
5563,2,lower
4135,2,heal.
5591,2,figure.
5587,2,carefully
5585,2,hopelessness
4149,2,louder
4150,2,dysfunctional
4152,2,library.
3257,2,immense.
5584,2,massive
4160,2,"law,"
4161,2,difference
4167,2,draining
5573,2,(while
3251,2,celebrating
4171,2,acceptable
3247,2,campaign
6115,2,"clothes,"
4180,2,dismissive
3236,2,small.
3999,2,pull
4984,2,downplay
2032,2,divorce
461,2,tenured
1786,2,"meanwhile,"
2309,2,mentioning
989,2,sick.
1605,2,desire
1604,2,save
482,2,disordered
6599,2,steps.
1790,2,free
988,2,"lightly,"
478,2,semester.
1793,2,"awful,"
6710,2,numerous
1198,2,skeeved
512,2,alienation
1600,2,"advice,"
1599,2,comfort
2049,2,alongside
451,2,"confused,"
1795,2,dynamic
1799,2,complaint.
445,2,trust.
2327,2,"recently,"
987,2,acting
2329,2,picture
758,2,produced
768,2,loved.
6604,2,tied
2303,2,responded
2302,2,confronted
993,2,"treatment,"
2278,2,"helplessness,"
510,2,"disappointment,"
2279,2,"denial,"
2280,2,(in
1636,2,sheer
731,2,deal.
499,2,hardship
2287,2,dropping
2068,2,conscious
1178,2,day-to-day
2067,2,trusted.
1631,2,methods
1628,2,interest.
1618,2,"behaviors,"
1617,2,risky
1616,2,engaged
1784,2,"teaching,"
1005,2,behave
743,2,guessed
2295,2,problems.
1614,2,drank
2060,2,aspect
1189,2,spaces
489,2,settings
1609,2,"violence,"
1592,2,grasp
1591,2,disturbed
434,2,anti-anxiety
2038,2,crying.
2034,2,attempting
1562,2,shielded
2367,2,"money,"
783,2,drawn
1725,2,bathing
787,2,progress
2025,2,shoulder
2018,2,address
386,2,exploitation
384,2,abuses
7229,2,roof.
6796,2,effected
1815,2,closed.
2380,2,"run,"
2382,2,hired
375,2,outright
788,2,"investigation,"
2384,2,replacement
373,2,sleeping
2389,2,rooms
369,2,subtle
6556,2,unfair
2010,2,"stupid,"
799,2,closer
1237,2,they've
2037,2,"frankly,"
1225,2,careers.
1590,2,on-going
1571,2,minor.
432,2,now.)
1801,2,functions
777,2,organized
421,2,viewing
418,2,minimize
416,2,(male)
2340,2,belong.
414,2,diss
2342,2,soon
2343,2,left.
2344,2,exposed
1213,2,advisor.
2347,2,attract
403,2,remedy
1215,2,low-grade
1582,2,humor
6577,2,understood
2039,2,"basis,"
1218,2,works
1219,2,alma
400,2,burden.
1220,2,mater.
397,2,hurting
2357,2,completing
2359,2,relief
2273,2,victimized
1777,2,watch
2004,2,"disgusted,"
2195,2,"consequence,"
2179,2,matter.
6839,2,later)
7056,2,oral
2117,2,offered
6649,2,play.
7054,2,skin
2186,2,moderate.
2187,2,primarily
1099,2,attempts
1105,2,imagined.
2193,2,groped
2194,2,dropped
1738,2,floor
2272,2,"upset,"
1110,2,anger...
614,2,stressful;
2111,2,cope
1699,2,"distressing,"
1111,2,"initially,"
2109,2,killed
611,2,"issue,"
610,2,manifest
1693,2,english
1114,2,(now
1691,2,(particularly
597,2,deciding
2178,2,doesnâ€™t
631,2,staring
6678,2,battled
7160,2,TRUE
662,2,lies
2148,2,maintain
1727,2,flunked
663,2,perpetrator.
2153,2,count
2155,2,vis
669,2,official
1078,2,nauseous
7167,2,"yes,"
646,2,switch
2133,2,"did,"
1730,2,existing
641,2,contexts
1081,2,naming
2128,2,shock.
1085,2,gaslight
2127,2,humiliation
2126,2,"episodes,"
2167,2,crushed
2169,2,"head,"
637,2,depression/anxiety
2124,2,educational
1063,2,doing.
6653,2,go.
1093,2,attacked
1044,2,recognize
596,2,commitment
1043,2,"awkward,"
550,2,repulsed
2246,2,incidents.
2248,2,enormous.
717,2,myself:
6687,2,draw
2252,2,"functions,"
2253,2,month.
6688,2,safer.
2088,2,mere
1649,2,word
1761,2,essentially
1150,2,loyal
1154,2,mattered
1766,2,17
2267,2,maintained
722,2,unprofessional.
6692,2,distraught
6615,2,explain
1647,2,marks
2270,2,sobbed
887,2,parents
7146,2,helpless
7035,2,immune
1644,2,complain
2076,2,singled
2271,2,interview.
6625,2,"mean,"
1754,2,active
2216,2,(at
6857,2,(he
1743,2,"yet,"
1041,2,dismissed
592,2,"despair,"
7152,2,sexuality.
1038,2,sit
2224,2,fatigue
7151,2,months....
587,2,dressed
581,2,substantial.
1746,2,awkward.
1124,2,headed
577,2,inadequacy
1670,2,sadly
572,2,witness
2226,2,"minor,"
2100,2,withdrawal
2230,2,coming.
1125,2,fellowship
1126,2,"country,"
2236,2,administrators.
705,2,ongoing.
2238,2,episodes.
1749,2,temporarily
1130,2,aftermath
6819,2,overtly
1240,2,cycle
2368,2,everyday
1300,2,boyfriend.
1946,2,"""he"
926,2,"nevertheless,"
1863,2,progressive
1909,2,push
1864,2,accepting
833,2,circumstances
92,2,published
7103,2,internet.
834,2,evening
1468,2,increasingly
6503,2,lbs
4986,2,disrespected
1944,2,"individual,"
6468,2,"adult,"
1943,2,"report,"
1324,2,personalities
96,2,enjoyed
871,2,"relationships,"
204,2,kids.
6748,2,observed
99,2,"nights,"
2496,2,important
2487,2,ally.
1477,2,relieved
198,2,appearance
232,2,insistent
2559,2,consensual.
1880,2,rejecting
1952,2,journal
1914,2,served
1879,2,raises
2474,2,sad.
2475,2,naively
2479,2,search
2557,2,ta
6512,2,program)
2556,2,targeted.
237,2,students'
236,2,destroy
6510,2,rutgers
235,2,willingness
932,2,news
1949,2,tainted
832,2,unfortunately
6744,2,sleeplessness
6465,2,ruining
1415,2,"discomfort,"
869,2,revealed
2497,2,trivial
246,2,desk
901,2,discrimination
1442,2,grooming
1356,2,gone.
843,2,check
182,2,suggest
862,2,forgive
1440,2,"abilities,"
1341,2,coming?
845,2,window
1871,2,path
1342,2,judge
1355,2,well-being
918,2,privileged
175,2,receiving
6971,2,degrading
2526,2,practice
1431,2,immeasurable.
902,2,fuel
2528,2,perfectly
2529,2,collegial.
1427,2,feelings.
7101,2,dance
1359,2,distressing.
1449,2,justice
1464,2,fallout
1927,2,legal
1933,2,violence.
2501,2,teachers
197,2,judged
1932,2,victims
1462,2,brain
1360,2,mother
1460,2,childhood
1420,2,insignificant
1930,2,unacceptable
6749,2,confusing
196,2,experiences.
2504,2,moral
2543,2,ploy.
2505,2,roommate
1329,2,wariness
2507,2,"sadly,"
192,2,flirting
110,2,"courses,"
191,2,lest
6492,2,etc
1928,2,language
245,2,afternoon
7111,2,"conflicted,"
7000,2,"serious,"
1538,2,invalidated.
809,2,unprofessional
339,2,anywhere
309,2,stare
1249,2,girlfriend
1517,2,routes
1968,2,focusing
6734,2,"debt,"
1992,2,reasons.
1405,2,"unsafe,"
1403,2,addition
1408,2,duration
1513,2,"""that's"
2441,2,fine
1831,2,cocktail
955,2,(a
295,2,return.
1510,2,"""friends"""
37,2,fighting
1973,2,60
1835,2,complained
2408,2,"self-blame,"
1986,2,regain
19,2,study
1894,2,tent
2416,2,develop
2407,2,"humiliation,"
1388,2,occupy
2420,2,strangely
893,2,2
1395,2,"yeah,"
6545,2,"university,"
1373,2,motivated
1887,2,"sadness,"
2584,2,jump
2426,2,4
890,2,1
6542,2,"tainted,"
2406,2,words.
1981,2,considering
882,2,apologized
1890,2,color.
2445,2,projects
1267,2,contribution
1840,2,"had,"
2449,2,"interactions,"
2402,2,cared
1289,2,intensified
1292,2,"know,"
2570,2,surroundings
1293,2,"fine,"
2463,2,"self,"
1488,2,feeling.
1547,2,war
1295,2,chose
2569,2,"women,"
1844,2,internalize
2564,2,distraction
6989,2,conditions
1411,2,slight
824,2,quick
1485,2,ass
1957,2,performed
259,2,response.
46,2,completion
2454,2,distrusting
954,2,passing
1391,2,labor
802,2,intentionally
1409,2,canâ€™t
895,2,minority
12,2,"annoyed,"
1502,2,occasionally.
1884,2,heâ€™s
2591,2,room.
285,2,mess
6525,2,impacted.
1497,2,contexts.
366,2,assuming
1372,2,retrospect
1542,2,elsewhere.
1283,2,good:
5445,1,proportionate
7068,1,"exercise,"
5443,1,strike
7063,1,bacterial
5536,1,emails.
5528,1,"worker,"
5521,1,assertively.
5535,1,reported.
5439,1,"sheet,"
5438,1,little--unlike
5527,1,custodial
7066,1,self-care
5530,1,(indicating
5526,1,"(scientist,"
5437,1,surprisingly
5525,1,concentrate
5436,1,reporting).
7065,1,infections.
5441,1,talents
5524,1,unfamiliar
5532,1,behavior)
7102,1,recorded
5440,1,"betrayed,"
7067,1,"meditation,"
5533,1,enraged
7104,1,teenagers
5523,1,facilities
5522,1,laboratory
7064,1,viral
5475,1,asleep
5453,1,"classes,"
5518,1,pulled
5483,1,novel
7086,1,"apartment,"
5484,1,"vulnerability,"
5465,1,(on
5463,1,up).
5485,1,secret
5486,1,"counselor,"
5487,1,friends)
5461,1,(eventually
7087,1,carrels
7088,1,beautiful
7089,1,declined
7090,1,invitations
5489,1,fault)
5457,1,insecurities
5490,1,coped
5491,1,rush
5492,1,peer-reviewed
5466,1,students)
7085,1,studio
7092,1,embarking
7084,1,tiny
5476,1,seduce
5474,1,:
5477,1,cheating
7078,1,lifestyle.
5473,1,aggression
5478,1,partner?
7080,1,spouse
5479,1,worse?
5480,1,drunk
5472,1,reporting.
5471,1,pre-
7077,1,"academe,"
7076,1,marginalization
5482,1,hand?
7081,1,weekends
7082,1,studying
7083,1,holed
7091,1,parties
5456,1,violated.
7100,1,asian
5506,1,(from
5508,1,post-dating
5451,1,"helping,"
5509,1,hell)
7071,1,annoyance.
5511,1,driving
7070,1,1yr.
5512,1,cliff
7097,1,sexist.
5449,1,clinic
5448,1,services
5513,1,~20
5514,1,minutes
5515,1,mess.
5516,1,serendipitous
7098,1,anticipation
7069,1,healthily).
7099,1,east
5507,1,"dating,"
7096,1,"""polite"""
7093,1,"fieldwork,"
7079,1,"dresses,"
5494,1,diminish
5455,1,scars.
5495,1,unmanageable
7094,1,country
5496,1,"instability,"
7095,1,"""civilized"""
5454,1,austin
5498,1,stacked
7075,1,difference.
7074,1,zero
5500,1,somehow.
7073,1,necklines
5502,1,struggle.
5503,1,alert
5504,1,sat
5505,1,mornings
7072,1,ever-higher
5537,1,"academic,"
5596,1,contacts).
5538,1,'exact
6993,1,harrassments)
5668,1,campus;
7002,1,dehumanized
7001,1,worrisome
5670,1,fearfulness
5671,1,male-initiated
5672,1,via
6999,1,mechanisms.
6998,1,coping
5673,1,ocd
6997,1,anxiety/panic
6996,1,unsafe.
6995,1,plunged
6994,1,fieldwork
5677,1,strictly
5667,1,recognized
6992,1,played.
5679,1,disempowered
6991,1,expertly
6990,1,gullible
5681,1,advisers)
6988,1,undiagnosed
5682,1,exploited
5683,1,turns
5684,1,matters.
5685,1,queer
5686,1,"woman,"
5688,1,friend's
5689,1,pseudo-queerness
7003,1,paralysis.
5666,1,wouldn't?
5539,1,science.'
7009,1,paralzyedd
7016,1,"many,"
7015,1,"truthfully,"
7014,1,discouraging
5648,1,outlook
7013,1,insignificance
5649,1,under-valued
7012,1,handle.
5650,1,ideas
5651,1,offended
7011,1,directed
5653,1,hell.
5654,1,"obviously,"
7010,1,confusing/upsetting.
7008,1,internalized
7004,1,day;
5655,1,bled
5656,1,shame/fear
7007,1,laughing
7006,1,audience
5657,1,successfully
5658,1,devastation
5660,1,dared
7005,1,dream
5661,1,"attacked,"
5662,1,"denigrated,"
5663,1,slandered
5664,1,vilified.
5665,1,"circumstances,"
6987,1,loneliness
5691,1,offensive.
6986,1,effects:
5721,1,basic
6967,1,coworkers.
5710,1,cloudy
5711,1,thinking.
5712,1,anti-depressants
5713,1,presence.
5714,1,"alcoholism,"
5715,1,"drugs,"
5716,1,"thick-skinned,"
6966,1,"industry,"
6965,1,avoidant
6964,1,weirded
5719,1,named
5720,1,conquests
6963,1,truth
5692,1,yearsâ€”maybe
6962,1,crossed
5722,1,height
5723,1,pariah.
