,count,word
6961,1,kid.
5725,1,card
5726,1,debt)
5727,1,disclose
6960,1,"""safer"""
6959,1,"wrath,"
6958,1,linger.
5729,1,spread
5730,1,"defensive,"
6957,1,cliche
5708,1,surgery.
6968,1,"unfair,"
6969,1,"bewildered,"
6970,1,anxious--i
5693,1,alertness
6985,1,ptsd-like
5694,1,internship
6984,1,abusers
5696,1,computer
6983,1,impunity
5698,1,positions.
5699,1,"greatly,"
6982,1,"berkeley,"
5700,1,d.
5701,1,proactive
6981,1,uc
5702,1,assertive
5703,1,40
6980,1,cover-ups)
6979,1,prominent
6978,1,discomforted
6977,1,divisions
6976,1,praises.
5704,1,regrets
6975,1,"member,"
6974,1,revered
5705,1,physics.
5706,1,(verified
5707,1,doctor)
6973,1,mfa.
6972,1,undergraduate.
5646,1,well-meaning.
7017,1,"light,"
5644,1,hospitalization
5580,1,sensitive
5570,1,recognition/opportunity
5571,1,"quitting,"
7051,1,'in
5572,1,utter
7050,1,(living
5574,1,co-worker
7049,1,dissociation
5575,1,publications).
5576,1,"skills,"
5577,1,ethic.
5578,1,regret...
5579,1,ended.
7048,1,uncertainty)
5581,1,"resilient,"
7039,1,insight
5582,1,advisors...
5583,1,drain.
7047,1,employment
7046,1,mid-twenties.
7045,1,self-present
7044,1,leader.
7043,1,religious
7042,1,president
5586,1,image.
7041,1,"faith,"
7040,1,positively.
5588,1,picking
5589,1,outfit
7052,1,"head',"
5569,1,achievements.
5567,1,station;
5566,1,director's
5540,1,"creepy),"
7062,1,susceptible
5542,1,sullied
5543,1,horrendous
5544,1,"coming,"
5545,1,intentions
7061,1,nine
5547,1,"some,"
5548,1,limited.
7060,1,anti-fungals
7059,1,"antihistamines,"
5550,1,organizers
7058,1,"steroids,"
7057,1,topical
5552,1,ph.d.
5553,1,granted
5554,1,ph.d
5556,1,merits.
5557,1,silenced.
5558,1,sharing
5559,1,classmates
7055,1,"antibiotics,"
5561,1,meant.
5562,1,others?
5564,1,stemming
7053,1,"body),"
5565,1,station
5590,1,reveal
5592,1,complicit--
5643,1,"medication,"
7022,1,daring
5620,1,"very,"
5621,1,wont
5622,1,investigator
5623,1,confirms
5624,1,"shattered,"
5625,1,eye-opening
5626,1,hinge
5627,1,served.
7024,1,defeated
7023,1,"quo,"
5629,1,permanent.
5630,1,"undergrads,"
5631,1,verbally
5632,1,growing
5593,1,(letters
7021,1,"obstacles,"
5633,1,this).
5634,1,freeze
5635,1,agonized
5636,1,did)
5637,1,uneasiness
5638,1,resolve
7020,1,overcoming
7019,1,gritty
7018,1,"unfairly,"
5640,1,manipulated.
5641,1,swore
5642,1,gonads.
5619,1,denial
7025,1,"during,"
5617,1,"strong,"
7026,1,suspected
7038,1,reflect
5594,1,"recommendation,"
5595,1,resources
7037,1,charm
7036,1,charisma
5597,1,works.
5598,1,sobbing
5599,1,on-guard
5600,1,stable
7034,1,manipulated
7033,1,job.)
5603,1,country)
5604,1,non-renewal
5605,1,linked
7032,1,wine
7031,1,"scheduled,"
7030,1,consisted
5607,1,briefly.
7029,1,"""affair"""
7028,1,despised
5609,1,philosophers
5610,1,showing
7027,1,"trysting,"
5612,1,yearly
5613,1,aas
5614,1,crazy.
5615,1,crush
7105,1,filmed
6449,1,pocket
5435,1,stigmatized
5139,1,snuck
7231,1,"frequently,"
5124,1,unscathed.
5125,1,interests
7230,1,"edge,"
5128,1,"slow,"
5129,1,negative!
5131,1,instantly
5133,1,"teach,"
5134,1,hyper-conscious
5135,1,wardrobe
5136,1,"conservative),"
5137,1,classrooms.
7228,1,https://vigilatholycross.wordpress.com/
5138,1,providence.
5140,1,"window,"
7243,1,quiet.
7227,1,eroded
5141,1,actually.
5142,1,bounced
7226,1,successful.
7225,1,"wishes,"
7224,1,wished
7223,1,"""worthless"""
5147,1,there's
5148,1,miserable
5149,1,beloved
5150,1,inside.
5151,1,strung
5152,1,"outâ€”acne,"
7222,1,"""stupid"""
7232,1,popular
5122,1,"autonomy,"
5121,1,equality
5120,1,is--about
5096,1,teach).
5097,1,account
5098,1,formal
5099,1,berate
5100,1,coward.
5101,1,fail
5102,1,defense
5103,1,powerlessness
7241,1,best.
5104,1,harassment;
7240,1,crawls.
7239,1,ill.
5107,1,movie
7238,1,"shamed,"
5108,1,buy
5109,1,"professionalism,"
7237,1,"belittled,"
7236,1,child.
7235,1,struggles.
5110,1,"accountability,"
7234,1,know)
7233,1,"likeable,"
5113,1,fancy
5114,1,"programs."""
5115,1,three.
5116,1,"guy"""
5117,1,lauding
5118,1,often.
5119,1,on--on
5157,1,"position,"
7221,1,"slut,"
7220,1,"speak,"
5190,1,woman)
5191,1,(men)
5192,1,apparent
7206,1,nurture
5193,1,exacerbating
5194,1,kid
5195,1,jeopardy.
5196,1,(good
5197,1,them!!)
5198,1,invalidating
5199,1,"""it's"
5200,1,"deal,"
7205,1,noticeable.
5201,1,"proportion."""
7204,1,string
5202,1,line.
5203,1,excuse
5205,1,lingered.
5206,1,(something
7203,1,endless
5207,1,incidents).
7202,1,online
5208,1,create)
5209,1,barrier
7201,1,smarts
7200,1,it!
7199,1,myself!
5211,1,"""attention."""
5212,1,waves.
5213,1,heâ€™ll
7207,1,duplicitous.
7208,1,everywhere
5160,1,a**.
5188,1,academy?
7219,1,"talents,"
5162,1,mentally.
5163,1,"annoyance,"
7218,1,mile
7217,1,thorough
5165,1,unpack.
7216,1,adversely
7215,1,"terrible,"
7214,1,overreacted
5169,1,"essentially,"
5171,1,hatred.
5172,1,compartmentalized
7213,1,unquantifiable
5173,1,"damage,"
5174,1,suppose.
7212,1,"adhd,"
7211,1,"ocd,"
5176,1,"term,"
7210,1,bad?
5178,1,involving
5179,1,attending.
5180,1,unfathomable...and
5181,1,think.
5182,1,wracking
5183,1,grand
5184,1,scheme
7209,1,fixed
5186,1,forgave
5187,1,contacted
7242,1,hurt.
7244,1,"""victim"","
5434,1,"advancement),"
7272,1,inappropriateness
5015,1,weekend
5016,1,dc
5017,1,nearby
5018,1,city)
5019,1,rotation
5020,1,student;
5021,1,stop/never
7276,1,variety
5022,1,"drunk,"
7275,1,wide
5023,1,"no,"
7274,1,"dean,"
7273,1,beings.
5025,1,none;
7271,1,processes.
5093,1,"rage,"
5027,1,"meets,"
7270,1,"crisis,"
5029,1,league
5030,1,dept's
7269,1,fuelling
5032,1,"skilled,"
5033,1,"belittling,"
5034,1,"imitating,"
5035,1,"teasing,"
5036,1,screen
7268,1,(2
5038,1,smaller...
5039,1,content
5040,1,dgs
5014,1,lonely.
7277,1,therapies.
5011,1,"deep,"
5009,1,thrived
4988,1,hallways.
4989,1,therapist.
7291,1,life-long
7290,1,inexplicably
4991,1,objects.
7289,1,react
4992,1,sickening.
7288,1,enrage
4994,1,self-
4995,1,competence.
7287,1,repress
7286,1,victims'
7285,1,venerated
7284,1,fall.
7283,1,avoidance.
7282,1,"humilliation,"
7281,1,one-on-one
4999,1,"isolation,"
5000,1,desperately
5001,1,salary.
5002,1,buried
5003,1,milder
5004,1,15-year
5005,1,award
5006,1,winning
7280,1,model.
7279,1,discomfort.
5008,1,survived
7278,1,frankly
7267,1,crisis
5041,1,action.
5042,1,"graduating,"
5069,1,foster
5071,1,beaten
5072,1,"cancer,"
7254,1,affected.
5073,1,past:
5074,1,mentally-strong
5075,1,normally.
7253,1,scandal.
7252,1,innocent.
5077,1,"matters,"
5078,1,"impunity,"
5079,1,enjoyment
7251,1,overstate.
5080,1,trumps
5081,1,(usually)
5082,1,"integrity,"
5083,1,society.
5084,1,devote
7250,1,"threats,"
7249,1,nasty
7248,1,withdraw.
5087,1,effects.
5088,1,self-doubt;
7247,1,twists
7246,1,overwhelmed
5089,1,worsening
7245,1,"anyway),"
5090,1,grad-school
5091,1,"suggested,"
5092,1,contention
7255,1,cry.
5068,1,unproductive
7266,1,returned.
5067,1,psychologist!
5044,1,employer
5045,1,re-write
5046,1,argue
5047,1,"side,"
5048,1,'when
5050,1,up.'
5051,1,eats
5052,1,"gender,"
5053,1,"race,"
5054,1,rank
7265,1,"italy,"
7264,1,harrassment.
7263,1,peak
5056,1,imagined
5057,1,misinterpreted
7262,1,downs
5058,1,re-confirmed
5059,1,feedback
7261,1,miserable.
7260,1,"effects,"
5060,1,provided
5061,1,genuine.
5063,1,gender/looks/etc
5064,1,winds
7259,1,platonic.
5066,1,"question,"
7258,1,"encouragement,"
7257,1,survive.
7256,1,physician
5214,1,relations
5215,1,campaign.
5216,1,sincerely
5732,1,fulfilling
7136,1,vehicle
5356,1,areas.
7135,1,chased
5357,1,fast.
7134,1,w/my
5358,1,"general,"
7133,1,stressful!
5359,1,whisper
5360,1,immensely
5361,1,trouble.
7132,1,learn.
5362,1,decrease
7131,1,material
7130,1,explicit
5366,1,"teenager,"
5217,1,more)
5367,1,"odd,"
5368,1,reassuring
5369,1,stages:
5370,1,(whose
5371,1,intellect
7129,1,socialized
5373,1,respected)
5374,1,hideous.
5375,1,complicity
5376,1,occurrence.
5377,1,"""no"""
7128,1,demoralizing.
7127,1,attend.
5381,1,institutionalized
5355,1,prep
5354,1,"do,"
5353,1,pi
7137,1,road.
5331,1,violent
7148,1,"academia),"
5332,1,"tendencies,"
5333,1,retaliate
5334,1,evaluation
5335,1,didn't.
5336,1,possibility
7147,1,(outside
7145,1,cute)
7144,1,touching/
5337,1,enroll
7143,1,(hair
7142,1,insular
5339,1,checking
7141,1,pariah
5340,1,lists
5341,1,obsessively
5342,1,substance
7140,1,"plus,"
5344,1,"reason,"
5345,1,openly.
5346,1,agreeing
7139,1,terrorized
5347,1,"travel,"
7138,1,screamed
5348,1,airport.
5349,1,"counselling,"
5350,1,insurance
5351,1,plan.
5382,1,"classism,"
5383,1,forth
7126,1,yelling
5411,1,"manage,"
7116,1,functioning
5413,1,claim.
7115,1,incapable
7114,1,continue.
7113,1,trip.
7112,1,withdrawn
5414,1,injunction
5415,1,claim
5416,1,exists.
5417,1,"means,"
5418,1,spreading
5419,1,wildfire
7110,1,circulated
5421,1,annoying
5422,1,nagging
5423,1,"""deserved"""
5424,1,"""pretty"
7109,1,teen
5425,1,"smile,"""
5426,1,smiles
5427,1,coded
5428,1,femme
7108,1,copy
5429,1,course?
7107,1,ourselves.
5430,1,(probably
5431,1,"enjoyed,"
7106,1,caressing
5433,1,(concern
7117,1,(supposed
7118,1,policy)
5385,1,constipate
5410,1,"existing,"
5386,1,brilliant
5387,1,deny
7125,1,alternating
5388,1,chapter?
5389,1,chapter
5390,1,unrevised
7124,1,midnight
7123,1,"you"""
7122,1,"""going"
5391,1,specifics
5392,1,defensiveness
5393,1,confronting
5394,1,dynamic.
5395,1,compulsory
5396,1,drunkenness
7121,1,"me"""
5398,1,"authority,"
5399,1,misconstrued.
7120,1,"""i'd"
5400,1,affectionate
7119,1,"innocent,"
5401,1,(consensually
5402,1,"only,"
5403,1,course)
5404,1,misconstrued
5405,1,observer.
5406,1,prehypertension
5408,1,re-acclimate
5409,1,unit.
5330,1,indicated
5329,1,dunno.
7149,1,incidences
5241,1,target).
5242,1,knife
5243,1,scheduled
5244,1,stories.
5245,1,assualted
5246,1,vigilant.
5247,1,feminism
7184,1,scarred
7183,1,"""feminism"""
5250,1,benefits
5251,1,metoo
7182,1,bro
7180,1,destructive
5254,1,ubiquitous
7179,1,art).
7178,1,"shot--hey,"
5256,1,bodies
7177,1,bra
5259,1,horrifying
5260,1,propositioning
5261,1,slimy
5262,1,hugs
5264,1,whispered
5265,1,warning
7176,1,push-up
5266,1,"widely,"
5267,1,"unspecifically,"
7175,1,suggesting
5269,1,solid
5270,1,teacher.
7185,1,confusion/guilt
7186,1,elicit
7174,1,dad.)
5240,1,tells
7198,1,print.
7197,1,gag
5219,1,ebbs
5220,1,flows
5221,1,toxicity
7196,1,behalf)
5223,1,magic
7195,1,misunderstanding
5224,1,cherish
7194,1,(treated
7193,1,undiagnosed/untreated
5226,1,anxiety/depression/guilt
5227,1,years!
7192,1,veteran
7191,1,discriminated
5229,1,pattern.
5230,1,"leave,"
5231,1,cried.
5232,1,understood.
5233,1,unusual
7190,1,"harassed,"
7189,1,rethinking
5235,1,"deserted,"
7188,1,"men/mentors,"
5236,1,impossible.
5237,1,pepper
7187,1,intensefeelings
5238,1,spray
5239,1,naiveâ€”single
5271,1,major.
5273,1,â€˜well-respectedâ€™
7150,1,hope.
5301,1,"poet,"
5304,1,gay
5305,1,serious;
5306,1,stone
7161,1,connect.
5307,1,semseter.
5308,1,meal
5309,1,correspondences
5310,1,mockery
5311,1,stresses
7159,1,"mentally,"
5312,1,conniving
7158,1,are.
5313,1,inhabit
7157,1,worthless
5314,1,strangeness.
5315,1,ethnicity.
5316,1,pocket.
7156,1,oxford
5317,1,"""normal"""
7155,1,toronto
7154,1,hopeless.
5319,1,windows.
7153,1,privileges.
5320,1,fraud
5321,1,hypocrisy
5322,1,advising
5323,1,"channels,"
5325,1,buried.
5326,1,slow-burning
5303,1,dysfunction
5300,1,promise.
7173,1,"right,"
5299,1,bored
5274,1,"'outsiders,'"
7172,1,(you
5276,1,comics
5277,1,"alt-weekly,"
5278,1,perverse
5279,1,normalization
7171,1,cool
5281,1,fellowships
5282,1,"thoughts,"
5283,1,"meds,"
7170,1,misuse
7169,1,"films,"
5285,1,ship
5286,1,w
5287,1,unbearable
7168,1,appear
5288,1,well).
5289,1,intimidated
7166,1,(over
5290,1,(30ish)
7165,1,psychologically
5292,1,startling
7164,1,aloof
5294,1,se
7163,1,harassment)
5295,1,recently.
7162,1,(because
5297,1,$$
5298,1,parents.
5731,1,admission
6920,1,carpal
5733,1,planned.
6228,1,ignored
6635,1,abusive.
6216,1,"friendship,"
6217,1,kindnesses
6634,1,either.
6633,1,"returned,"
6219,1,demoralised.
6632,1,abruptly--never
6631,1,brother
6222,1,psychosomatic
6223,1,"nausea,"
6224,1,hypervigilence.
6225,1,"physical,"
6226,1,mental.
6227,1,accentuated
6229,1,destabilization.
6624,1,option).
6230,1,vigilant
6630,1,"abuse,"
6629,1,begged
6233,1,employer.
6234,1,dramatically
6235,1,reduced.
6236,1,consuming.
6237,1,demoralizing
6628,1,"particular,"
6239,1,condoned
6627,1,gigantic
6240,1,humiliate
6241,1,fog
6242,1,darker.
6636,1,"devastated,"
6215,1,inferior
6214,1,awards
6213,1,congratulating
6652,1,*not*
6197,1,"""did"
6651,1,episodes!
6198,1,"on?"""
6650,1,load:
6199,1,"""when"
6200,1,"line?"""
6201,1,"""was"
6202,1,fault?
6203,1,"pattern,"
6648,1,pressure.
6647,1,adjustment
6204,1,"wrong."""
6646,1,(after
6645,1,intent
6644,1,"traumatic,"
6643,1,return
6206,1,"better."""
6642,1,literature
6641,1,"recommendations,"
6207,1,outraged
6640,1,"mentors,"
6639,1,find.
6638,1,persisted
6209,1,frustration.
6210,1,worsened-
6637,1,dream.
6211,1,urges
6212,1,appeared
6626,1,met.
6623,1,town
6195,1,"questioning,"
6282,1,writ
6611,1,severe;
6271,1,"manipulation,"
6610,1,socially.
6273,1,self-esteem...
6274,1,earlier.
6275,1,"forward,"
6276,1,nausea
6277,1,unjustly
6278,1,treated.
6609,1,courted
6279,1,"anxieties,"
6608,1,shake.
6280,1,undoable
6281,1,backlash
6283,1,blacklisted
6244,1,backbone.
6284,1,market.
6285,1,review
6286,1,maker
6607,1,first.
6606,1,healthier
6287,1,"sensitive,"
6605,1,act.
6289,1,"heavily,"
6603,1,correctly.
6602,1,silly
6601,1,potential.
6292,1,"painful,"
6293,1,puts
6600,1,chair's
6612,1,accomplished.
6269,1,safe/comfortable
6613,1,"stage,"
6614,1,"directors,"
6622,1,selling
6621,1,financially
6245,1,"stupidly,"
6620,1,cost
6246,1,respect.
6619,1,clearly;
6247,1,benefited
6618,1,grateful.
6617,1,trapped.
6249,1,stalked.
6616,1,market?
6250,1,occurrence
6251,1,conspicuous
6252,1,(being
6253,1,"female),"
6254,1,adultery.
6255,1,aggravating
6256,1,honor
6257,1,tokenized
6258,1,theme.
6259,1,"gatherings,"
6260,1,"irony,"
6261,1,outings
6262,1,town.
6264,1,work-related
6265,1,enlisting
6266,1,bodyguards.
6267,1,slew
6268,1,consistent
6196,1,"done?"""
6194,1,ugly.
6295,1,wound.
6694,1,eye
6129,1,affects
6130,1,butt.
6703,1,(of
6131,1,strain
6133,1,reproductive
6134,1,"anatomy,"
6702,1,cruel
6701,1,finalizing
6700,1,distract
6699,1,busyness
6698,1,battles
6697,1,even)
6696,1,certainly!
6695,1,suppoert.
6693,1,readers
6149,1,implicitly
6137,1,elusive
6691,1,"child"""
6138,1,"""path"
6139,1,"publication"""
6690,1,"""poster"
6140,1,stuff.
6689,1,joke
6141,1,capabilities
6143,1,nights
6144,1,smart.
6686,1,seven.
6146,1,"""higher"
6147,1,"ups"""
6685,1,else's
6704,1,"genders),"
6128,1,shady.
6705,1,"shocked,"
6706,1,"disappointed,"
6108,1,chronic.
6718,1,unwilling
6109,1,began.
6110,1,bear
6111,1,areas
6112,1,live.
6717,1,"introverted,"
6113,1,subsided
6114,1,feminine
6716,1,environment)
6715,1,toxic/emotionally
6116,1,trousers
6117,1,baggy
6714,1,graduating
6118,1,tops
6713,1,reactions
6119,1,"body,"
6712,1,high-anxiety
6711,1,"factors,"
6120,1,places.
6121,1,listened
6122,1,sooner.
6123,1,answer
6709,1,combination
6124,1,solve
6125,1,mislead
6708,1,technology
6126,1,better.)
6707,1,contributions
6148,1,"theirs),"
6150,1,same.
6193,1,keen
6662,1,undermine
6178,1,"flirtation,"
6669,1,worse).
6179,1,plain
6668,1,(some
6667,1,aggressive
6666,1,passive
6180,1,(each
6665,1,manifested
6181,1,school).
6664,1,"partner),"
6182,1,(particularly).
6183,1,hid
6184,1,"husband,"
6663,1,split
6185,1,"color,"
6684,1,deteriorating.
6186,1,"""she"
6187,1,[fill
6188,1,blank]
6661,1,leveraged
6660,1,time--consumed
6189,1,"woc"""
6659,1,is--at
6658,1,brainpower
6657,1,portion
6191,1,(besides
6656,1,good-sized
6655,1,often--but
6192,1,committee)
6654,1,days--and
6177,1,"intoxication,"
6670,1,anti-depressants.
6671,1,owed
6672,1,"exhaustion,"
6152,1,true.
6683,1,lon
6153,1,grip
6682,1,react?
6154,1,wasn't.
6155,1,terrifying
6156,1,ailments.
6157,1,"perpetrator,"
6158,1,noteworthy
6159,1,evokes
6160,1,twelve
6681,1,self.
6161,1,unworthy
6162,1,obtaining
6680,1,exposure
6164,1,"pain,"
6679,1,autoimmune
6165,1,weighing
6166,1,compartmentalize
6167,1,anyway;
6168,1,positive.
6677,1,'they'
6676,1,mode
6675,1,workaholic
6171,1,aas's
6674,1,does).
6174,1,shaming.
6673,1,"ideation,"
6176,1,resembling
6294,1,salt
6598,1,"therapist,"
6720,1,public-facing
6404,1,(other
6395,1,years--
6501,1,temple
6396,1,responses.
6397,1,study.
6500,1,deepened
6398,1,"wasted,"
6399,1,ineffectiveness
6400,1,situation)
6499,1,concentrate.
6498,1,"eat,"
6497,1,"triggers,"
6401,1,prefer
6402,1,gratified
6403,1,circulating
6496,1,luxury.
6486,1,"experiences,"
6495,1,eat.
6405,1,times.)
6494,1,plummeted.
6407,1,administrators
6493,1,weight.
6491,1,"defeated,"
6490,1,reference
6408,1,calling;
6489,1,frame
6409,1,"disappointing,"
6410,1,co-pi.
6411,1,him-
6488,1,female)
6412,1,sealed
6394,1,revelations--over
6504,1,prying
6393,1,"ok,"
6505,1,procedure
6373,1,47
6374,1,"distressed,"
6375,1,jerk.
6376,1,across.
6377,1,not).
6518,1,knew.
6378,1,(dept
6379,1,chair)
6517,1,bullied
6516,1,thing.
6515,1,"happened--apparently,"
6514,1,brief
6380,1,widely
6513,1,understandably
6381,1,"known,"
6382,1,personally.
6511,1,enfuriating.
6383,1,devastating!
6384,1,divorced.
6509,1,outed
6385,1,researching
6386,1,studied
6508,1,pertinent
6387,1,"sh,"
6388,1,reason).
6389,1,widespread
6507,1,contemplate
6506,1,addressing
6392,1,shared.
6487,1,(both
6485,1,fat
6371,1,flirt
6440,1,suspiciously
6432,1,publisher
6433,1,blurb
6434,1,latest
6464,1,distanced
6463,1,defensive.
6462,1,passionate.
6461,1,"working,"
6436,1,refused.
6460,1,"bright,"
6437,1,loose
6459,1,succumbed
6438,1,understandable
6458,1,advanced
6439,1,lengthy
6457,1,independence.
6413,1,gregarious
6456,1,robbed
6441,1,"record,"
6455,1,stages
6442,1,"i.e.,"
6443,1,tenure?
6444,1,confirmed
6454,1,earliest
6453,1,influence
6445,1,amoral
6446,1,chem
6447,1,fired.
6448,1,chemistry
6452,1,women).
6451,1,(common
6431,1,stalks
6466,1,disrupted
6430,1,hawaii
6429,1,forty
6414,1,central
6415,1,"been,"
6484,1,corruption
6416,1,insanity
6483,1,daughters
6482,1,preparing
6481,1,"forgotten,"
6417,1,incident:
6418,1,declared
6419,1,(no
6420,1,exerted
6421,1,work.)
6422,1,bogged
6480,1,outrage
6479,1,resuscitated
6478,1,alabama.
6477,1,senate
6476,1,"moore,"
6475,1,roy
6474,1,minors
6473,1,allegations
6472,1,follwed
6471,1,"broke,"
6470,1,scandal
6469,1,"collaborators,"
6425,1,thesis.
6426,1,startled
6427,1,lunch.
6467,1,teenager
6519,1,"now),"
6370,1,heard.
6597,1,"core,"
6569,1,(most
6316,1,meeting.
6317,1,10-Jul
6318,1,cracked
6576,1,"technician),"
6319,1,ignores
6575,1,regained
6320,1,wait
6321,1,"transfer,"
6574,1,self-loathing.
6573,1,semester)
6322,1,14
6572,1,(during
6571,1,confidant
6570,1,male).
6568,1,persisted).
6333,1,"out"""
6326,1,roads
6327,1,80
6567,1,grieving
6328,1,highway.
6329,1,copying
6566,1,murdered
6330,1,deter
6565,1,table
6564,1,"unsupported,"
6563,1,unheard
6331,1,sooner
6332,1,"""sticking"
6562,1,raises.
6561,1,promotions
6578,1,underlying
6579,1,framework
6314,1,"tough,"
6580,1,techniques
6596,1,less).
6296,1,prioritized
6297,1,hurtful
6595,1,"interview,"
6298,1,racialized
6299,1,patriarchy
6300,1,commonplace
6594,1,fight
6301,1,"not,"
6593,1,ghastly
6592,1,simple
6591,1,lash
6590,1,overwhelming.
6589,1,search...).
6588,1,compared
6304,1,event-
6305,1,process)
6587,1,summarily
6306,1,"day-to-day,"
6586,1,"than"""
6307,1,mentees
6308,1,"(frustration,"
6585,1,"""less"
6310,1,"by,"
6584,1,"""adjunctified"""
6583,1,"adjunct,"
6312,1,distracting
6582,1,"meeting,"
6581,1,used.
6560,1,decisions
6334,1,document
6520,1,(including
6362,1,hardened
6539,1,machine
6355,1,principal
6356,1,courage
6357,1,stage.
6538,1,way-back
6358,1,"process,"
6359,1,affirmation
6360,1,state)
6537,1,incident;
6536,1,hope
6534,1,***)
6361,1,tech.
6533,1,doubts
6532,1,room).
6531,1,warm
6559,1,issue.
6363,1,coworkers
6530,1,blazer
6364,1,rapid
6528,1,whole.
6526,1,"negative,"
6524,1,am)
6365,1,succession
6366,1,identified
6367,1,gun
6523,1,member.
6522,1,"""valuable"""
6368,1,"ahead,"
6521,1,faculty)
6369,1,rooted
6540,1,15;
6354,1,choice'
6353,1,'no
6541,1,"either,"
6558,1,"residents,"
6335,1,180
6557,1,come.
6336,1,window.
6555,1,norms
6337,1,/his/
6554,1,literary
6553,1,intoâ€ù
6552,1,â€œbumping
6551,1,"security,"
6550,1,opinions
6549,1,meat
6340,1,twenty
6341,1,poet.
6342,1,shut
6343,1,capacity.
6344,1,functions.
6345,1,candidature.
6548,1,degraded
6547,1,"grades,"
6346,1,oversaw
6347,1,candidates.
6348,1,"processes,"
6546,1,stellar
6349,1,protocols
6351,1,supervision.
6544,1,well-liked
6543,1,offending
6352,1,"traumatised,"
6719,1,"slowed,"
6106,1,nonetheless
6956,1,"right."""
6876,1,defend
6881,1,choppy
6880,1,weary
5856,1,resources.
5857,1,residence.
5858,1,"""lazy"""
6879,1,40+
6878,1,"immediate,"
5860,1,"comments,"
5861,1,boob
5862,1,elevators
6877,1,endure
5863,1,enclosed
5864,1,spaces.
5865,1,"levels,"
5866,1,attachment
6871,1,inflicted
5868,1,balanced
5869,1,publications
5870,1,read.
5871,1,obama
5872,1,level.
6875,1,tolerate
5873,1,everywhere.
6874,1,vocal
5874,1,him/warn
5875,1,incredulity.
5876,1,cite
6873,1,"retired,"
6872,1,disgusts
5877,1,gross.
5855,1,justice.
6882,1,waters
5854,1,fraction
6883,1,peaked
5836,1,"shop,"
5837,1,"attend,"
5838,1,ring
5839,1,calls
6897,1,interacts
5840,1,threatening.
5841,1,individuals
5842,1,participating
6896,1,post-doc
6895,1,do).
5843,1,certified
6894,1,kinda
5844,1,instant
5845,1,attack.
6893,1,controlled)
5846,1,"thereafter,"
5847,1,climb
6892,1,(medically
6891,1,pre-existing
6890,1,spike
6889,1,scholar/intellectual
6888,1,"impact),"
6887,1,wrestling
5850,1,list
5851,1,scariest
6886,1,disorders
6885,1,"addiction,"
6884,1,disempowering.
5853,1,fewer
5879,1,futility
6870,1,refusal)
6898,1,power--i
6849,1,"opinion,"
6855,1,no-win
6854,1,resisted
5909,1,"places,"
6853,1,disorder/ptsd.
6852,1,collectively
5910,1,etc...i
6851,1,lock
5911,1,pres
5912,1,"elected,"
6850,1,agreeable
5914,1,haunt
5915,1,harassed--she
5916,1,adviser.
5917,1,solidified
5919,1,"parent,"
6869,1,dog.
6848,1,intolerant
5920,1,was/
5921,1,included.
5922,1,soirees
5923,1,contributor
5924,1,tying
6847,1,banal
6846,1,"mill,"
5926,1,insidious.
5927,1,depression:
6845,1,"occurring,"
6844,1,"it."""
5929,1,pretending
6843,1,"""asked"
6856,1,penalized
5907,1,mandatory
6858,1,loved)
6859,1,enacted
6868,1,patted
5882,1,disclosures
5883,1,inherent
5884,1,stupidity
5885,1,absolute
6867,1,"conversations,"
5886,1,annihilation.
6866,1,corrosive
5888,1,borderline
6865,1,measure
5890,1,entries
5891,1,spreadsheet
5892,1,feel.
5893,1,experienced.
6864,1,grappling
5894,1,"white,"
5895,1,unattractive
5896,1,outgoing
5897,1,social.
5898,1,mold
5899,1,be/look
5900,1,infrequent
5901,1,wreaked
5903,1,schoo
6863,1,graduation
6862,1,"""troublemaker"""
6861,1,labeled
5905,1,tanked.
6860,1,retribution
5835,1,patterns-
6899,1,'ally'
6842,1,"note,"
5774,1,"are),"
5764,1,invitation
6946,1,him!
6945,1,"worse,"
5765,1,daylight
5767,1,drinks
6944,1,condition.
5768,1,friends/colleagues
5769,1,"harassers,"
6943,1,life's
5770,1,"any,"
6942,1,this?)
5771,1,coworker
5772,1,debating
5773,1,(i'm
6941,1,happened?
5788,1,bleak
6940,1,(could
5776,1,comeback
6939,1,retroactive
5777,1,half.
5778,1,twice.
5780,1,2007
5781,1,personally;
6938,1,sure!
6937,1,disrespectful
5783,1,term-none
6936,1,graduates
6935,1,fresh
5785,1,removal
5786,1,assignment
5763,1,"together,"
5762,1,enthusiastic'
5761,1,"smiley',"
5760,1,"conversational',"
5734,1,exactly.
6955,1,"""might"
5735,1,"weird,"
5736,1,"(19),"
6954,1,mantra:
5737,1,validate
5738,1,dismissal.
6953,1,father's
5740,1,maneuvering
5741,1,fraught
5742,1,plagued
5743,1,needing
5744,1,middle
6952,1,"brutes,"
5746,1,unsure.
6951,1,remain
5748,1,truths.
6950,1,pain.
5749,1,voice
5750,1,thankful
6949,1,"migraines,"
5751,1,area.
5752,1,answer.
6948,1,thyroid
5754,1,behaviours
5756,1,connections
5757,1,after-all
6947,1,it:
5759,1,"friendly',"
6934,1,belittled
6933,1,laughed
6900,1,thankfully.
6909,1,prestigious
6917,1,negotiate
6916,1,it;
5813,1,favors.
6915,1,recovered.
6914,1,rescue
6913,1,thwarted
6912,1,sabotage
5815,1,road
5816,1,steve's
6911,1,jealous
5818,1,breakdowns
5819,1,low-level
